Sw,Researcher,Vuln,VulnResTot,VulnSwTot,Tot
Yahoo!,aftapper,2,2,2720,13370
Yahoo!,agarri_fr,9,21,2720,13370
Yahoo!,ahsankhan,1,2,2720,13370
Yahoo!,ajaysinghnegi,1,1,2720,13370
Yahoo!,akhil-reni,5,76,2720,13370
Yahoo!,akkilion,26,49,2720,13370
Yahoo!,ala_arfaoui,3,16,2720,13370
Yahoo!,albader,2,2,2720,13370
Yahoo!,albinowax,5,10,2720,13370
Yahoo!,alexandru,11,11,2720,13370
Yahoo!,alku,7,20,2720,13370
Yahoo!,almroot,3,6,2720,13370
Yahoo!,alpha,3,34,2720,13370
Yahoo!,ameft,3,3,2720,13370
Yahoo!,amit29sept,3,3,2720,13370
Yahoo!,anand_prakash,3,51,2720,13370
Yahoo!,andreis,2,2,2720,13370
Yahoo!,androbugs,1,3,2720,13370
Yahoo!,ankitbharathan,2,4,2720,13370
Yahoo!,annunaki,1,1,2720,13370
Yahoo!,aparecekarl,15,28,2720,13370
Yahoo!,arnc,1,2,2720,13370
Yahoo!,arneswinnen,1,21,2720,13370
Yahoo!,aroravikas15,1,1,2720,13370
Yahoo!,arsmittal,1,1,2720,13370
Yahoo!,artsploit,2,3,2720,13370
Yahoo!,asanso,1,6,2720,13370
Yahoo!,asaxena2190,1,5,2720,13370
Yahoo!,ashesh,7,21,2720,13370
Yahoo!,ashish11_,1,1,2720,13370
Yahoo!,ashwarya_me,2,8,2720,13370
Yahoo!,askwrite,1,1,2720,13370
Yahoo!,ateek,2,3,2720,13370
Yahoo!,atillabyte,2,2,2720,13370
Yahoo!,atom,5,37,2720,13370
Yahoo!,atulshedage,3,17,2720,13370
Yahoo!,avishai,15,15,2720,13370
Yahoo!,avlidienbrunn,3,41,2720,13370
Yahoo!,avram,9,16,2720,13370
Yahoo!,b4ll3r,1,1,2720,13370
Yahoo!,babarakhunzada,1,3,2720,13370
Yahoo!,balagan,1,2,2720,13370
Yahoo!,balasinor,1,3,2720,13370
Yahoo!,banned,4,143,2720,13370
Yahoo!,bart,1,2,2720,13370
Yahoo!,basavagowda,1,1,2720,13370
Yahoo!,bastianwelfrid,3,13,2720,13370
Yahoo!,batram,15,36,2720,13370
Yahoo!,bca,1,1,2720,13370
Yahoo!,beched,1,1,2720,13370
Yahoo!,beck,1,1,2720,13370
Yahoo!,bernardo_arield,1,1,2720,13370
Yahoo!,bhavukjain1,1,4,2720,13370
Yahoo!,bhouse,2,4,2720,13370
Yahoo!,bilalk,1,1,2720,13370
Yahoo!,bitquark,1,9,2720,13370
Yahoo!,bitspoke,1,1,2720,13370
Yahoo!,blackhat,1,1,2720,13370
Yahoo!,blum,9,10,2720,13370
Yahoo!,bobrov,8,50,2720,13370
Yahoo!,bojarskimarcin,6,9,2720,13370
Yahoo!,boniao_norwin,2,16,2720,13370
Yahoo!,borsuk,1,1,2720,13370
Yahoo!,boryslacki,2,2,2720,13370
Yahoo!,bouchenafa,2,2,2720,13370
Yahoo!,boureba-walid,1,1,2720,13370
Yahoo!,boytsev,1,2,2720,13370
Yahoo!,brsgdc,1,1,2720,13370
Yahoo!,bugbuggy,1,1,2720,13370
Yahoo!,bugwrangler,2,5,2720,13370
Yahoo!,bypasssecurity,1,2,2720,13370
Yahoo!,cablej,2,22,2720,13370
Yahoo!,caleb,1,2,2720,13370
Yahoo!,cawqa,3,4,2720,13370
Yahoo!,cc-,2,2,2720,13370
Yahoo!,cdump,1,3,2720,13370
Yahoo!,ce3c,1,2,2720,13370
Yahoo!,cem,2,2,2720,13370
Yahoo!,charlie_n_b,1,3,2720,13370
Yahoo!,christian_galeone,1,1,2720,13370
Yahoo!,christjhonbarrogo,2,2,2720,13370
Yahoo!,chuckshr,2,2,2720,13370
Yahoo!,ckmk44,2,6,2720,13370
Yahoo!,cmaruti,3,3,2720,13370
Yahoo!,coj337,2,2,2720,13370
Yahoo!,compound,45,45,2720,13370
Yahoo!,coolboss,1,53,2720,13370
Yahoo!,cpandya2909,1,1,2720,13370
Yahoo!,cpippenger,1,1,2720,13370
Yahoo!,crawler007,1,1,2720,13370
Yahoo!,cyberpunkych,2,9,2720,13370
Yahoo!,cyberunit,1,15,2720,13370
Yahoo!,d3fa1t,8,26,2720,13370
Yahoo!,d4d1a179c0f3,7,11,2720,13370
Yahoo!,dakhnod,1,2,2720,13370
Yahoo!,daksh,2,15,2720,13370
Yahoo!,danyyweb09,1,1,2720,13370
Yahoo!,darkreader,3,17,2720,13370
Yahoo!,davisdmg,1,1,2720,13370
Yahoo!,dawgyg,21,24,2720,13370
Yahoo!,dawidczagan,8,124,2720,13370
Yahoo!,dblack,1,3,2720,13370
Yahoo!,dcsec,6,6,2720,13370
Yahoo!,debug,1,1,2720,13370
Yahoo!,decarboxylation,2,2,2720,13370
Yahoo!,decay,1,4,2720,13370
Yahoo!,dedicated,2,2,2720,13370
Yahoo!,deepak194,6,6,2720,13370
Yahoo!,deepankerchawla,11,99,2720,13370
Yahoo!,dekeeu,1,5,2720,13370
Yahoo!,depthpz,1,1,2720,13370
Yahoo!,derision,28,53,2720,13370
Yahoo!,detroitsmash,1,22,2720,13370
Yahoo!,deveshbhatt,1,2,2720,13370
Yahoo!,deviprasadn,1,1,2720,13370
Yahoo!,dharamvirbisht,1,1,2720,13370
Yahoo!,dhaval,1,19,2720,13370
Yahoo!,dia2diab,6,10,2720,13370
Yahoo!,dig,1,2,2720,13370
Yahoo!,dimitri,1,2,2720,13370
Yahoo!,dimopouloselias,1,4,2720,13370
Yahoo!,dkkivande,2,2,2720,13370
Yahoo!,dogangcr,1,1,2720,13370
Yahoo!,domnul_do,1,1,2720,13370
Yahoo!,donrookie,3,8,2720,13370
Yahoo!,doyensec,1,7,2720,13370
Yahoo!,dr0v3r,1,1,2720,13370
Yahoo!,droope,20,20,2720,13370
Yahoo!,dsopas,3,8,2720,13370
Yahoo!,dups,3,7,2720,13370
Yahoo!,durg78,1,3,2720,13370
Yahoo!,dushyantsahu,5,14,2720,13370
Yahoo!,dvl,2,8,2720,13370
Yahoo!,dwsilver,1,1,2720,13370
Yahoo!,dz_samir,2,10,2720,13370
Yahoo!,dzmitry,2,31,2720,13370
Yahoo!,eatsa_pizza,1,1,2720,13370
Yahoo!,ebrietas,6,29,2720,13370
Yahoo!,ehsan,1,1,2720,13370
Yahoo!,enderun07,6,12,2720,13370
Yahoo!,enmach,1,2,2720,13370
Yahoo!,esamhacks,3,8,2720,13370
Yahoo!,espresso,2,9,2720,13370
Yahoo!,ethical_hacker,2,6,2720,13370
Yahoo!,ethicalhacker,3,8,2720,13370
Yahoo!,euanrichardson5,2,2,2720,13370
Yahoo!,eurialo,1,1,2720,13370
Yahoo!,faisal_hfr,5,5,2720,13370
Yahoo!,filedescriptor,2,71,2720,13370
Yahoo!,filipposmastro,1,3,2720,13370
Yahoo!,fin1te,33,137,2720,13370
Yahoo!,firebox,1,1,2720,13370
Yahoo!,fixedroot,1,1,2720,13370
Yahoo!,fixit,1,8,2720,13370
Yahoo!,foundstone-kunal,1,1,2720,13370
Yahoo!,fransrosen,18,151,2720,13370
Yahoo!,g0blin,1,1,2720,13370
Yahoo!,gainover,8,8,2720,13370
Yahoo!,gazly,2,19,2720,13370
Yahoo!,geekboy,1,39,2720,13370
Yahoo!,geeknik,4,21,2720,13370
Yahoo!,gerben_javado,1,20,2720,13370
Yahoo!,gineesh,8,8,2720,13370
Yahoo!,glc,9,11,2720,13370
Yahoo!,gopinath6,21,35,2720,13370
Yahoo!,gorang_joshi,1,6,2720,13370
Yahoo!,griffinf,2,2,2720,13370
Yahoo!,grp,1,1,2720,13370
Yahoo!,gsalazar,14,16,2720,13370
Yahoo!,guido,13,36,2720,13370
Yahoo!,guru,3,4,2720,13370
Yahoo!,gyoshin,2,2,2720,13370
Yahoo!,h02332,5,5,2720,13370
Yahoo!,hackdemonium,2,2,2720,13370
Yahoo!,hacker2secure,1,1,2720,13370
Yahoo!,hackerox1,1,10,2720,13370
Yahoo!,haiderm,2,3,2720,13370
Yahoo!,hammadshamsi,1,15,2720,13370
Yahoo!,haquaman,2,24,2720,13370
Yahoo!,harisec,29,74,2720,13370
Yahoo!,harry_mg,15,35,2720,13370
Yahoo!,harshafriend4all,2,34,2720,13370
Yahoo!,haseeb,1,1,2720,13370
Yahoo!,haxelord,1,1,2720,13370
Yahoo!,heartless,1,3,2720,13370
Yahoo!,heikela,1,1,2720,13370
Yahoo!,hexrby,2,3,2720,13370
Yahoo!,hextitan,1,2,2720,13370
Yahoo!,hussain_0x3c,2,12,2720,13370
Yahoo!,hussein98d,11,24,2720,13370
Yahoo!,huzaifa_jawaid,1,20,2720,13370
Yahoo!,hxm,3,3,2720,13370
Yahoo!,iampr3m,3,11,2720,13370
Yahoo!,igbuend,1,1,2720,13370
Yahoo!,ilmila,5,5,2720,13370
Yahoo!,ilsani,1,5,2720,13370
Yahoo!,ilsen,1,4,2720,13370
Yahoo!,imadchabounia,1,1,2720,13370
Yahoo!,internetwache,17,21,2720,13370
Yahoo!,intidc,35,40,2720,13370
Yahoo!,introvertmac,1,20,2720,13370
Yahoo!,ionut-cernica,1,1,2720,13370
Yahoo!,ir0n,2,2,2720,13370
Yahoo!,irsdl,17,19,2720,13370
Yahoo!,isox,1,28,2720,13370
Yahoo!,issam_rabhi,10,24,2720,13370
Yahoo!,isunil,1,1,2720,13370
Yahoo!,iustinvlad,1,1,2720,13370
Yahoo!,iwm911,1,6,2720,13370
Yahoo!,jackds,3,22,2720,13370
Yahoo!,jarikus,1,3,2720,13370
Yahoo!,jatin7,2,2,2720,13370
Yahoo!,javidhussain21,2,4,2720,13370
Yahoo!,jayden,3,9,2720,13370
Yahoo!,jaypatel,1,23,2720,13370
Yahoo!,jaysonzabate,2,23,2720,13370
Yahoo!,jba6511,9,11,2720,13370
Yahoo!,jbaumg,1,1,2720,13370
Yahoo!,jeet22,2,4,2720,13370
Yahoo!,jiloumohamed,1,2,2720,13370
Yahoo!,jinen,9,12,2720,13370
Yahoo!,jobert,1,11,2720,13370
Yahoo!,jobyjohn,1,1,2720,13370
Yahoo!,jofpin,1,1,2720,13370
Yahoo!,jon_bottarini,10,14,2720,13370
Yahoo!,jordanmilne,4,4,2720,13370
Yahoo!,jose_carlos_exposito,2,3,2720,13370
Yahoo!,joserabal,2,3,2720,13370
Yahoo!,jouko,3,21,2720,13370
Yahoo!,jpsecurityresearch,6,7,2720,13370
Yahoo!,jstnkndy,1,9,2720,13370
Yahoo!,jtoledo,13,13,2720,13370
Yahoo!,juhhga,2,8,2720,13370
Yahoo!,justine_human,1,1,2720,13370
Yahoo!,jutsuce,7,11,2720,13370
Yahoo!,kaito,5,8,2720,13370
Yahoo!,kam,1,1,2720,13370
Yahoo!,kamikaze,1,5,2720,13370
Yahoo!,kamilsevi,3,4,2720,13370
Yahoo!,karezma,1,3,2720,13370
Yahoo!,karthic,4,55,2720,13370
Yahoo!,kasser,1,11,2720,13370
Yahoo!,kazan71p,9,14,2720,13370
Yahoo!,kbjhkc,1,2,2720,13370
Yahoo!,kelia,3,9,2720,13370
Yahoo!,kenb,2,2,2720,13370
Yahoo!,khashayar,6,6,2720,13370
Yahoo!,kiding,1,1,2720,13370
Yahoo!,killr0x33d,3,25,2720,13370
Yahoo!,kiranreddy,1,5,2720,13370
Yahoo!,knightsword,1,1,2720,13370
Yahoo!,konduru-jashwanth,1,1,2720,13370
Yahoo!,kpangako,1,1,2720,13370
Yahoo!,kunalgarg_22,1,1,2720,13370
Yahoo!,kyprizel,2,15,2720,13370
Yahoo!,la_peste,1,1,2720,13370
Yahoo!,lalith,2,3,2720,13370
Yahoo!,learnfun,2,5,2720,13370
Yahoo!,lennardnl,3,3,2720,13370
Yahoo!,libnex,2,14,2720,13370
Yahoo!,linkks,1,67,2720,13370
Yahoo!,linx,7,8,2720,13370
Yahoo!,lokeshkumarv,1,2,2720,13370
Yahoo!,longhorn,1,1,2720,13370
Yahoo!,looping,2,3,2720,13370
Yahoo!,lostfocus,1,1,2720,13370
Yahoo!,louda,2,2,2720,13370
Yahoo!,lucio,20,36,2720,13370
Yahoo!,lwsk,1,36,2720,13370
Yahoo!,m7mdharoun,1,6,2720,13370
Yahoo!,mac123,1,1,2720,13370
Yahoo!,madguyyy,1,1,2720,13370
Yahoo!,mak,23,40,2720,13370
Yahoo!,malcolmx,2,10,2720,13370
Yahoo!,marcinbury,1,4,2720,13370
Yahoo!,marius,20,20,2720,13370
Yahoo!,martinzhou96,1,1,2720,13370
Yahoo!,masatokinugawa,8,28,2720,13370
Yahoo!,mathias,5,18,2720,13370
Yahoo!,mattaustin,1,2,2720,13370
Yahoo!,max0ne,2,2,2720,13370
Yahoo!,mayursubhedar,1,1,2720,13370
Yahoo!,mazengamal,6,17,2720,13370
Yahoo!,mbechler,1,1,2720,13370
Yahoo!,mbr,1,1,2720,13370
Yahoo!,mdv,1,18,2720,13370
Yahoo!,meals,158,219,2720,13370
Yahoo!,mendax,1,1,2720,13370
Yahoo!,mep0is0n,2,2,2720,13370
Yahoo!,mert,1,2,2720,13370
Yahoo!,mevans,2,2,2720,13370
Yahoo!,mhassan,1,1,2720,13370
Yahoo!,michael1026,5,6,2720,13370
Yahoo!,michelgaschet,1,3,2720,13370
Yahoo!,mico02,1,2,2720,13370
Yahoo!,midzer0,3,3,2720,13370
Yahoo!,mikhailshel,1,1,2720,13370
Yahoo!,mikkz,8,37,2720,13370
Yahoo!,mildata,2,3,2720,13370
Yahoo!,miles_lin,1,1,2720,13370
Yahoo!,mishre,2,12,2720,13370
Yahoo!,missoum1307,29,38,2720,13370
Yahoo!,mjangda,1,1,2720,13370
Yahoo!,mlikshah,1,4,2720,13370
Yahoo!,mlitchfield,156,220,2720,13370
Yahoo!,mnz_,7,10,2720,13370
Yahoo!,mohaab007,1,28,2720,13370
Yahoo!,mohamed_fouad,1,4,2720,13370
Yahoo!,mohamedrebai,1,1,2720,13370
Yahoo!,mohammed_fayez,2,15,2720,13370
Yahoo!,mohan_gcsm,3,3,2720,13370
Yahoo!,mrgriffin,1,2,2720,13370
Yahoo!,mrityunjoy-emu,1,2,2720,13370
Yahoo!,mrmeeseeks,2,2,2720,13370
Yahoo!,mta,1,2,2720,13370
Yahoo!,mthirup,1,4,2720,13370
Yahoo!,mtk,2,6,2720,13370
Yahoo!,muhammadwaqar9,1,3,2720,13370
Yahoo!,mvcdabra,1,2,2720,13370
Yahoo!,mws,1,1,2720,13370
Yahoo!,mwulftange,1,1,2720,13370
Yahoo!,n0rb3r7,1,8,2720,13370
Yahoo!,naftali_rosenbaum,1,2,2720,13370
Yahoo!,nahamsec,25,65,2720,13370
Yahoo!,najibuddin,1,1,2720,13370
Yahoo!,narendrabhati,2,17,2720,13370
Yahoo!,neex,2,6,2720,13370
Yahoo!,netanelby,1,1,2720,13370
Yahoo!,netfuzzer,1,19,2720,13370
Yahoo!,neuegram,1,1,2720,13370
Yahoo!,ng1,3,107,2720,13370
Yahoo!,ngalog,22,32,2720,13370
Yahoo!,niklasw,1,1,2720,13370
Yahoo!,niko_niko,1,1,2720,13370
Yahoo!,niks,5,18,2720,13370
Yahoo!,nilch,1,2,2720,13370
Yahoo!,nirvana-msu,1,4,2720,13370
Yahoo!,niwasaki,2,17,2720,13370
Yahoo!,niyaax,4,15,2720,13370
Yahoo!,nnwakelam,90,112,2720,13370
Yahoo!,noroc,1,1,2720,13370
Yahoo!,notnaffy,21,47,2720,13370
Yahoo!,nukats,2,2,2720,13370
Yahoo!,obi,1,2,2720,13370
Yahoo!,ohnoozz,1,4,2720,13370
Yahoo!,oja,4,16,2720,13370
Yahoo!,onemore,36,53,2720,13370
Yahoo!,opnsec,3,17,2720,13370
Yahoo!,orange,2,11,2720,13370
Yahoo!,orion9090,1,1,2720,13370
Yahoo!,owais_siddiqui,1,1,2720,13370
Yahoo!,p1ckwick,1,1,2720,13370
Yahoo!,panchocosil,61,71,2720,13370
Yahoo!,pangzi,1,3,2720,13370
Yahoo!,pappu,1,4,2720,13370
Yahoo!,parveenyadav,4,4,2720,13370
Yahoo!,patrik,2,12,2720,13370
Yahoo!,paulbits,2,4,2720,13370
Yahoo!,paulcernik,3,3,2720,13370
Yahoo!,paulos_,1,43,2720,13370
Yahoo!,pavankumar,1,1,2720,13370
Yahoo!,peanode,1,1,2720,13370
Yahoo!,pen3t3r,6,8,2720,13370
Yahoo!,pentester,1,1,2720,13370
Yahoo!,pentestification,1,3,2720,13370
Yahoo!,petotodo,7,9,2720,13370
Yahoo!,pflash,1,1,2720,13370
Yahoo!,ph3t,1,3,2720,13370
Yahoo!,phiber,1,2,2720,13370
Yahoo!,phobias,1,1,2720,13370
Yahoo!,phoenixit,1,1,2720,13370
Yahoo!,phr0nak,1,1,2720,13370
Yahoo!,pimvanrooij,11,15,2720,13370
Yahoo!,pipes,3,3,2720,13370
Yahoo!,piyushmalik,1,20,2720,13370
Yahoo!,plazmaz,1,1,2720,13370
Yahoo!,pnig0s,2,3,2720,13370
Yahoo!,pouya,4,23,2720,13370
Yahoo!,prasad,1,1,2720,13370
Yahoo!,prateek_0490,1,4,2720,13370
Yahoo!,prayas,1,18,2720,13370
Yahoo!,protector47,1,24,2720,13370
Yahoo!,psaux,4,37,2720,13370
Yahoo!,pseekamp,5,5,2720,13370
Yahoo!,psych0tr1a,2,15,2720,13370
Yahoo!,pum,2,5,2720,13370
Yahoo!,pyrk2142,2,33,2720,13370
Yahoo!,pytesus,2,3,2720,13370
Yahoo!,quistertow,8,23,2720,13370
Yahoo!,r4j47,1,4,2720,13370
Yahoo!,raafat,19,20,2720,13370
Yahoo!,rack911,1,1,2720,13370
Yahoo!,rahul762,2,3,2720,13370
Yahoo!,raidendev,2,6,2720,13370
Yahoo!,rajsukali,1,1,2720,13370
Yahoo!,ramsexy,1,6,2720,13370
Yahoo!,random,1,1,2720,13370
Yahoo!,ranjith16,5,6,2720,13370
Yahoo!,rat,1,1,2720,13370
Yahoo!,reactors08,8,107,2720,13370
Yahoo!,reborn,1,1,2720,13370
Yahoo!,redkan,8,25,2720,13370
Yahoo!,redshark1802,7,10,2720,13370
Yahoo!,reegun,2,3,2720,13370
Yahoo!,reporter,1,6,2720,13370
Yahoo!,reptou,1,4,2720,13370
Yahoo!,reusable,4,6,2720,13370
Yahoo!,rhl,1,1,2720,13370
Yahoo!,riben,2,3,2720,13370
Yahoo!,rishal,6,14,2720,13370
Yahoo!,riusksk,1,3,2720,13370
Yahoo!,rmashhoon,1,2,2720,13370
Yahoo!,robertv,1,1,2720,13370
Yahoo!,robin,1,28,2720,13370
Yahoo!,rogier,1,1,2720,13370
Yahoo!,rohitdua,1,5,2720,13370
Yahoo!,rootkid,2,2,2720,13370
Yahoo!,roy,1,1,2720,13370
Yahoo!,run,7,12,2720,13370
Yahoo!,ryantse,1,1,2720,13370
Yahoo!,s_p_q_r,3,28,2720,13370
Yahoo!,s0beit,2,2,2720,13370
Yahoo!,s3curity,9,10,2720,13370
Yahoo!,s44mux,1,2,2720,13370
Yahoo!,s4squatch,2,2,2720,13370
Yahoo!,s4y0b,2,3,2720,13370
Yahoo!,sahilsaif,6,39,2720,13370
Yahoo!,samincube,8,8,2720,13370
Yahoo!,samux,5,9,2720,13370
Yahoo!,santese,8,11,2720,13370
Yahoo!,sappi,2,10,2720,13370
Yahoo!,sasi2103,1,25,2720,13370
Yahoo!,satishb3,22,69,2720,13370
Yahoo!,saurabhnemade,2,2,2720,13370
Yahoo!,scarybeasts,1,2,2720,13370
Yahoo!,scorppy,3,14,2720,13370
Yahoo!,sculptor,25,34,2720,13370
Yahoo!,sdamashek,2,2,2720,13370
Yahoo!,secbro,4,9,2720,13370
Yahoo!,secbughunter,1,2,2720,13370
Yahoo!,secgeek,1,8,2720,13370
Yahoo!,securezi,3,5,2720,13370
Yahoo!,securityidiots,1,6,2720,13370
Yahoo!,sehgal,2,6,2720,13370
Yahoo!,seifelsallamy,4,24,2720,13370
Yahoo!,sergeikovalev,1,1,2720,13370
Yahoo!,sergeym,89,181,2720,13370
Yahoo!,shahmeer-amir,1,118,2720,13370
Yahoo!,shahriyar,1,5,2720,13370
Yahoo!,shamrocksu88,5,15,2720,13370
Yahoo!,shipcode,1,2,2720,13370
Yahoo!,shivathegame,1,2,2720,13370
Yahoo!,shoveller,1,1,2720,13370
Yahoo!,shubham,10,41,2720,13370
Yahoo!,shubhamraj,1,1,2720,13370
Yahoo!,simon90,1,4,2720,13370
Yahoo!,sirdarckcat,1,1,2720,13370
Yahoo!,skansing,1,5,2720,13370
Yahoo!,skyflash101,1,1,2720,13370
Yahoo!,sl1m,1,12,2720,13370
Yahoo!,slexaxton,1,1,2720,13370
Yahoo!,sm0k3,3,4,2720,13370
Yahoo!,smiegles,52,56,2720,13370
Yahoo!,snakingmax,1,1,2720,13370
Yahoo!,soaj1664ashar,5,5,2720,13370
Yahoo!,soiax,8,14,2720,13370
Yahoo!,solo,1,1,2720,13370
Yahoo!,soly,1,1,2720,13370
Yahoo!,someone,5,6,2720,13370
Yahoo!,soufian,4,6,2720,13370
Yahoo!,spam404,1,3,2720,13370
Yahoo!,sr33r4j,1,6,2720,13370
Yahoo!,srikanth1337,4,4,2720,13370
Yahoo!,srobin,1,6,2720,13370
Yahoo!,sschurtz,1,1,2720,13370
Yahoo!,stefanofindsbugs,13,29,2720,13370
Yahoo!,stemcloud,1,3,2720,13370
Yahoo!,stewie,2,13,2720,13370
Yahoo!,strukt,10,22,2720,13370
Yahoo!,sumitsahoo,1,3,2720,13370
Yahoo!,sunilyadav165,1,1,2720,13370
Yahoo!,superevr,2,2,2720,13370
Yahoo!,suresh1c,8,10,2720,13370
Yahoo!,surgent10cross,7,8,2720,13370
Yahoo!,syndr0me,2,13,2720,13370
Yahoo!,szgru,1,6,2720,13370
Yahoo!,taienwang,1,1,2720,13370
Yahoo!,tanujjane,2,4,2720,13370
Yahoo!,tech-werx,1,1,2720,13370
Yahoo!,techwerx,3,3,2720,13370
Yahoo!,tehrhart,1,2,2720,13370
Yahoo!,teo,1,2,2720,13370
Yahoo!,testalways,5,37,2720,13370
Yahoo!,th3g3nt3lman,3,3,2720,13370
Yahoo!,thanosandrian,1,1,2720,13370
Yahoo!,the_storm,1,1,2720,13370
Yahoo!,thejh,1,5,2720,13370
Yahoo!,themaggot91,1,1,2720,13370
Yahoo!,thesc0rpi0n,2,4,2720,13370
Yahoo!,thesur,1,1,2720,13370
Yahoo!,tiger,1,1,2720,13370
Yahoo!,todayisnew,16,69,2720,13370
Yahoo!,tomvg,1,11,2720,13370
Yahoo!,troubleshooter,1,37,2720,13370
Yahoo!,try_to_hack,13,15,2720,13370
Yahoo!,twicedi,2,6,2720,13370
Yahoo!,ubercomp,3,3,2720,13370
Yahoo!,uname,1,54,2720,13370
Yahoo!,ustayready,1,1,2720,13370
Yahoo!,vagg-a-bond,2,41,2720,13370
Yahoo!,valievkarim,7,17,2720,13370
Yahoo!,venu,5,5,2720,13370
Yahoo!,videns,1,2,2720,13370
Yahoo!,vigneshkumarmr,2,2,2720,13370
Yahoo!,vijay_kumar1110,1,45,2720,13370
Yahoo!,vinesh1989,2,5,2720,13370
Yahoo!,vispillo,3,3,2720,13370
Yahoo!,w00tr00t,5,22,2720,13370
Yahoo!,wappo,1,1,2720,13370
Yahoo!,whatthehack,1,1,2720,13370
Yahoo!,whhackersbr,1,15,2720,13370
Yahoo!,whitecat,6,26,2720,13370
Yahoo!,whunter0110,1,2,2720,13370
Yahoo!,wtm,11,16,2720,13370
Yahoo!,xcker,1,5,2720,13370
Yahoo!,xcrypt,2,2,2720,13370
Yahoo!,xiaoyinl,1,3,2720,13370
Yahoo!,xorb,7,14,2720,13370
Yahoo!,xronos,2,2,2720,13370
Yahoo!,xssteam,4,4,2720,13370
Yahoo!,xtross1,6,11,2720,13370
Yahoo!,xxux11,1,2,2720,13370
Yahoo!,xychix,1,1,2720,13370
Yahoo!,yappare,1,4,2720,13370
Yahoo!,yarin,15,15,2720,13370
Yahoo!,yashpandya,1,11,2720,13370
Yahoo!,yashsodha,1,1,2720,13370
Yahoo!,yasir,2,12,2720,13370
Yahoo!,yassineaboukir,3,45,2720,13370
Yahoo!,ylujion,4,10,2720,13370
Yahoo!,yo20063,1,1,2720,13370
Yahoo!,ysx,1,21,2720,13370
Yahoo!,yujikosuga,1,1,2720,13370
Yahoo!,yujitounai,36,47,2720,13370
Yahoo!,yvreddyln,3,3,2720,13370
Yahoo!,zanzofiliy,1,1,2720,13370
Yahoo!,zeroflaw,4,4,2720,13370
Yahoo!,zhaohuan,1,1,2720,13370
Yahoo!,zhuowei,2,3,2720,13370
Yahoo!,zigoo0,25,30,2720,13370
Yahoo!,ziot,6,17,2720,13370
Yahoo!,zlz,11,13,2720,13370
Yahoo!,zoczus,1,24,2720,13370
Yahoo!,zombiehelp54,1,99,2720,13370
Yahoo!,zseano,1,8,2720,13370
Yahoo!,zuh4n,1,12,2720,13370
Yahoo!,zuhnny1,2,7,2720,13370
Yelp,abdul_r3hman,1,2,196,13370
Yelp,akashc99,1,6,196,13370
Yelp,akkilion,18,49,196,13370
Yelp,aparecekarl,2,28,196,13370
Yelp,armaanpathan1,1,2,196,13370
Yelp,attacker911,2,48,196,13370
Yelp,badagent,1,1,196,13370
Yelp,banned,24,143,196,13370
Yelp,bit1,1,3,196,13370
Yelp,bucen,1,2,196,13370
Yelp,camel_case,1,1,196,13370
Yelp,coder13,1,1,196,13370
Yelp,coolboss,1,53,196,13370
Yelp,corryl,1,1,196,13370
Yelp,dawidczagan,1,124,196,13370
Yelp,deepankerchawla,2,99,196,13370
Yelp,denispugachev,1,4,196,13370
Yelp,detroitsmash,4,22,196,13370
Yelp,dotspoted,2,6,196,13370
Yelp,dsopas,1,8,196,13370
Yelp,espresso,1,9,196,13370
Yelp,exception,2,8,196,13370
Yelp,faisalahmed,8,38,196,13370
Yelp,fin1te,2,137,196,13370
Yelp,fransrosen,2,151,196,13370
Yelp,geekboy,3,39,196,13370
Yelp,haquaman,1,24,196,13370
Yelp,hassham,1,29,196,13370
Yelp,hckyguy77,1,1,196,13370
Yelp,hk755a,1,1,196,13370
Yelp,hkln1,1,2,196,13370
Yelp,insomniac,1,12,196,13370
Yelp,jstnkndy,1,9,196,13370
Yelp,k0reph1l,4,22,196,13370
Yelp,khalidamin,1,2,196,13370
Yelp,kibbles,1,1,196,13370
Yelp,legalhacker_,1,1,196,13370
Yelp,lybi0r,2,6,196,13370
Yelp,m7mdharoun,1,6,196,13370
Yelp,masatokinugawa,3,28,196,13370
Yelp,mefkan,1,6,196,13370
Yelp,mikkz,1,37,196,13370
Yelp,minhalmehdi,1,1,196,13370
Yelp,mlitchfield,1,220,196,13370
Yelp,mohaab007,1,28,196,13370
Yelp,multihack,1,1,196,13370
Yelp,myst404,1,9,196,13370
Yelp,nahamsec,7,65,196,13370
Yelp,ng1,2,107,196,13370
Yelp,ngalog,1,32,196,13370
Yelp,nightwatch-cybersecurity,1,17,196,13370
Yelp,nismo,1,53,196,13370
Yelp,niwasaki,1,17,196,13370
Yelp,nnwakelam,2,112,196,13370
Yelp,opnsec,1,17,196,13370
Yelp,paresh_parmar,1,33,196,13370
Yelp,pradeepch99,2,10,196,13370
Yelp,prateek_0490,2,4,196,13370
Yelp,psaux,3,37,196,13370
Yelp,punkit,1,3,196,13370
Yelp,quistertow,7,23,196,13370
Yelp,ralphite,1,1,196,13370
Yelp,ris,1,2,196,13370
Yelp,robin,2,28,196,13370
Yelp,robxi,1,1,196,13370
Yelp,rosonsec,1,1,196,13370
Yelp,rshupak,2,3,196,13370
Yelp,samidrif,1,8,196,13370
Yelp,scorpyo,1,3,196,13370
Yelp,securezi,1,5,196,13370
Yelp,sergeym,1,181,196,13370
